9.993e-005;0
0.00039972;0
0.00089937;0
0.00129909;0
0.00149895;0
0.00159888;0
0.00189867;0
0.00209853;0
0.00239832;0
0.00249825;0
0.00279804;0
0.00309783;0
0.00329769;0
0.0039972;0
0.00409713;0
0.00419706;0
0.00469671;0
0.00539622;0
0.00559608;0
0.00569601;0
0.00579594;0
0.0059958;0
0.00609573;0
0.00619566;0
0.00649545;0
0.00719496;0
0.0079944;0
0.00829419;0
0.00849405;0
0.00869391;0
0.00949335;0
0.00979314;0
0.00989307;0
0.0101929;0
0.0102928;0
0.0103927;0
0.0105926;0
0.0109923;0
0.0111922;0
0.011392;0
0.0115919;0
0.0116918;0
0.0117917;0
0.0121915;0
0.0122914;1
0.0126911;0
0.0133906;0
0.0135905;0
0.0137903;0
0.0143899;0
0.0146897;0
0.0151894;0
0.0152893;0
0.0154892;0
0.0155891;0
0.0158889;0
0.0160887;0
0.0165884;0
0.0169881;0
0.017088;0
0.0175877;0
0.0182872;0
0.0184871;0
0.0186869;0
0.0190866;1
0.0193864;0
0.0195863;0
0.019986;0
0.0201859;2
0.0202858;0
0.0205856;0
0.0208854;0
0.021385;0
0.0215849;1
0.0216848;0
0.0217848;1
0.0224843;0
0.0226841;0
0.022884;0
0.0229839;0
0.0230838;1
0.0231838;0
0.0232837;0
0.0239832;0
0.0241831;0
0.0262816;1
0.0264815;0
0.0266813;5
0.0268812;1
0.0269811;0
0.0273808;0
0.0276806;0
0.0279804;0
0.0281803;0
0.0282802;0
0.0283801;2.5
0.0292795;0
0.0293794;0
0.0295793;1.5
0.0307785;0
0.0308784;4
0.0309783;0
0.0311782;0
0.0312781;0
0.031378;0
0.031478;0
0.0316778;0
0.0318777;5
0.0321775;0
0.0323773;0
0.0330768;0
0.0332767;1
0.0336764;3
0.0337764;0
0.0341761;1
0.034276;0
0.0344759;0
0.0348756;1
0.0352753;0
0.0353752;1
0.0360747;18
0.0367743;0
0.0369741;0
0.037074;0
0.037174;0
0.0372739;0
0.0373738;1
0.0380733;0
0.0383731;0
0.0386729;0
0.0387729;0
0.0388728;4
0.0391726;0
0.0393724;8.5
0.0404717;0
0.0405716;1.5
0.0408714;0.5
0.0409713;10.5
0.0417708;0.5
0.0420705;90
0.0423703;0
0.0424703;0
0.0425702;0
0.04287;0
0.0430699;0.75
0.0431698;0
0.0433696;0
0.0435695;0
0.0438693;0
0.0439692;90
0.0445688;3.75
0.0448686;0
0.0451684;19.5
0.0454682;1.66667
0.0455681;8
0.045668;0
0.0458679;9
0.0461677;58
0.0463675;0
0.0468672;3.33333
0.0469671;0
0.047167;62
0.0472669;0
0.0475667;0
0.0479664;51
0.0480664;0
0.0482662;27
0.048566;103.5
0.0486659;48
0.0487659;2
0.0489657;10
0.0490657;56.5
0.0491656;31
0.0492655;0
0.0494654;0
0.049965;233
0.0504647;151
0.0509643;443
0.0510643;0
0.051364;195.5
0.0517638;140
0.0524633;191
0.0533626;0
0.0536624;0
0.0537624;0
0.0538623;0
0.0539622;8
0.0541621;0
0.054262;171
0.0544619;0
0.0545618;0
0.0547617;0
0.0548616;428
0.0553612;244
0.055761;71
0.0558609;182.5
0.0559608;280
0.0564605;319.5
0.0565604;0
0.0567603;0
0.0568602;261
0.0577596;2
0.0581593;3
0.0582592;78.5
0.0583591;0
0.0584591;121
0.058559;0
0.0588588;5.5
0.0590587;504
0.0591586;326
0.0592585;0.5
0.0594584;578
0.0598581;0
0.059958;117
0.0603577;145.75
0.0606575;334
0.0610573;167
0.0616568;352.5
0.0620566;17
0.0623563;0
0.0633557;0
0.0635555;553
0.0636554;0
0.0637554;0
0.0638553;223
0.0640552;23.6667
0.064255;0
0.0649545;0
0.0651544;518
0.0652543;0
0.0653543;14
0.0655541;3
0.0659538;117
0.0661537;254
0.0664535;214
0.0665534;0
0.0666533;534
0.0667533;518
0.0669531;0
0.067153;0
0.0672529;0
0.0673529;0
0.0678525;442
0.0680524;0
0.0688518;226
0.0691516;97
0.0696512;1.5
0.0698511;611
0.069951;0
0.0702508;0
0.0703508;193
0.0709503;191.333
0.0712501;606
0.07145;192
0.0717498;417
0.0719496;488
0.0722494;0
0.0723494;0
0.0731488;536
0.0736484;76.4
0.0740482;319
0.074248;491
0.0749475;0
0.0751474;277
0.0753473;0
0.075747;64
0.0758469;275.5
0.0761467;25
0.0764465;0
0.0765464;0
0.0767463;322.5
0.0772459;0
0.0774458;0
0.0775457;0
0.0778455;527
0.0779454;475
0.0781453;376
0.078545;0
0.0786449;8
0.0789447;0
0.0790447;7
0.0791446;658
0.0792445;257
0.0794444;638
0.0795443;642.5
0.0797442;388
0.080044;0
0.0804437;134
0.0806435;336
0.0808434;276.5
0.0809433;207
0.0813431;9
0.081443;0
0.0815429;356.5
0.0819426;0
0.0820426;0
0.0824423;117
0.0825422;0
0.0827421;0
0.0832417;235.667
0.0834416;0
0.0839412;327
0.0845408;2
0.0846407;525
0.0847407;213.5
0.08574;73
0.0858399;5
0.0860398;0
0.0865394;734
0.0872389;428
0.0875387;24
0.0876387;257
0.0877386;170
0.0881383;117
0.0884381;257.5
0.088538;285.5
0.0888378;536
0.0890377;260.333
0.0893375;354
0.0896373;1.5
0.0897372;157.5
0.0898371;0.333333
0.0902368;169
0.0908364;217
0.0909363;245
0.0910363;0
0.0916359;806
0.0919356;0
0.0921355;508
0.0922354;812
0.0933347;155
0.0936345;273
0.0937344;0
0.0945338;0
0.0950335;59
0.0951334;516
0.0952333;0
0.0958329;607
0.0959328;728
0.0961327;0
0.0963326;327
0.0966324;788
0.0967323;423
0.0972319;0
0.0974318;627
0.0976317;404
0.0977316;592.5
0.0978315;0
0.098631;0
0.0989307;221
0.0998301;413.5
0.10023;0
0.10053;750
0.10063;48
0.100729;0
0.100929;143.333
0.101029;61
0.101129;505
0.101229;685
0.101429;25
0.101829;909
0.102129;284
0.102228;0
0.102328;154
0.102628;592
0.103627;781
0.103727;0
0.104027;8
0.104227;122
0.104927;411
0.105026;0
0.105326;636.5
0.105426;745
0.105526;3
0.105626;0
0.105926;329
0.106326;0
0.107025;2
0.107325;323.5
0.107625;825
0.107725;0
0.108024;0
0.108124;775
0.109024;8
0.109323;0
0.109623;4
0.109723;0
0.109923;0
0.110223;266
0.110323;196
0.110523;346
0.110822;3
0.111022;109
0.111322;0
0.111722;0
0.111822;0
0.112421;631
0.112521;664.5
0.112721;0
0.113021;723
0.11422;0
0.11442;384
0.11472;0
0.115119;0
0.115319;1117
0.115519;834
0.115919;0
0.116618;548.5
0.117118;318.75
0.117318;184
0.117418;765
0.117518;0
0.117718;0
0.117818;33
0.118117;287
0.118517;881
0.118617;956
0.119017;196
0.119217;0
0.119416;1
0.119516;1.5
0.119716;0
0.119916;870
0.120016;0
0.120116;45.5
0.120216;478
0.120416;494
0.120616;395
0.121115;2
0.121215;15.5
0.121315;818
0.121815;0
0.121915;58.5
0.122015;746
0.122714;139.5
0.122814;949
0.123014;0
0.123214;91
0.123514;16
0.124113;1
0.124313;448.5
