0.031378;0
0.0345758;0
0.0426701;0
0.0495653;0
0.139402;0
0.141401;0
0.151794;0
0.154192;0
0.175977;0
0.183571;0
0.184471;0
0.188868;0
0.210253;0
0.232237;0
0.236035;0
0.255321;0
0.268412;0
0.2852;0
0.291496;0
0.302888;0
0.311982;0
0.351454;0
0.358949;0
0.413111;0
0.421505;0
0.427701;0
0.44219;0
0.448486;0
0.449885;0
0.527031;0
0.534326;0
0.545218;0
0.572399;0
0.603078;0
0.605476;0
0.616069;0
0.650645;0
0.670431;0
0.709703;0
0.711202;0
0.712901;0
0.741881;0
0.760368;0
0.766863;0
0.789647;0
0.790846;0
0.826222;0
0.867892;0
0.875087;0
0.92855;0
0.940442;0
0.940642;0
0.954932;0
0.966923;0
0.979614;0
0.989707;0
